"Name","Location","Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"caseD_3b","004fc648","Instruction Label","","switchD_004fc5fc","Analysis","2","0"
"caseD_1","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","4","0"
"caseD_2","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_3","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_4","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_5","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_6","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_7","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_8","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_b","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_c","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_e","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_f","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_10","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_11","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_12","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_13","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_14","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_15","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_16","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_17","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_18","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_19","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_1a","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_1b","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_1c","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_1d","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_1e","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_1f","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_21","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_23","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_24","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_25","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_26","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_27","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_28","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_29","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_2a","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_2b","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_2c","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_2d","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_2e","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_2f","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_30","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_31","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_32","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_33","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_34","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_35","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_36","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_37","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_38","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_39","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_3a","004fc679","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_9","004fc67e","Instruction Label","","switchD_004fc5fc","Analysis","2","0"
"caseD_20","004fc67e","Instruction Label","","switchD_004fc5fc","Analysis","0","0"
"caseD_0","004fc6e6","Instruction Label","","switchD_004fc5fc","Analysis","3","0"
"switchdataD_004fc6f8","004fc6f8","Data Label","pointer","switchD_004fc5fc","Analysis","1","0"
"switchdataD_004fc714","004fc714","Data Label","byte","switchD_004fc5fc","Analysis","1","0"
"FUN_004fc750","004fc750","Function","int *","Global","Default","13","0"
"FUN_004fc860","004fc860","Function","int *","Global","Default","21","0"
"FUN_004fc900","004fc900","Function","int *","Global","Default","19","0"
"FUN_004fc9c0","004fc9c0","Function","int","Global","Default","0","0"
"switchD","004fca00","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_d","004fca07","Instruction Label","","switchD_004fca00","Analysis","2","0"
"caseD_a","004fca1b","Instruction Label","","switchD_004fca00","Analysis","2","0"
"caseD_0","004fca23","Instruction Label","","switchD_004fca00","Analysis","2","0"
"caseD_22","004fca35","Instruction Label","","switchD_004fca00","Analysis","2","0"
"caseD_3b","004fca53","Instruction Label","","switchD_004fca00","Analysis","2","0"
"caseD_1","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","4","0"
"caseD_2","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_3","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_4","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_5","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_6","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_7","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_8","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_b","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_c","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_e","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_f","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_10","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_11","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_12","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_13","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_14","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_15","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_16","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_17","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_18","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_19","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_1a","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_1b","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_1c","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_1d","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_1e","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_1f","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_21","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_23","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_24","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_25","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_26","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_27","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_28","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_29","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_2a","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_2b","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_2c","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_2d","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_2e","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_2f","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_30","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_31","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_32","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_33","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_34","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_35","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_36","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_37","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_38","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_39","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_3a","004fcaa9","Instruction Label","","switchD_004fca00","Analysis","0","0"
"caseD_9","004fcabd","Instruction Label","","switchD_004fca00","Analysis","2","0"
"caseD_20","004fcabd","Instruction Label","","switchD_004fca00","Analysis","0","0"
"switchdataD_004fcb48","004fcb48","Data Label","pointer","switchD_004fca00","Analysis","1","0"
"switchdataD_004fcb64","004fcb64","Data Label","byte","switchD_004fca00","Analysis","1","0"
"FUN_004fcc60","004fcc60","Function","uint","Global","Default","1","0"
"FUN_004fd050","004fd050","Function","float10","Global","Default","8","0"
"FUN_004fd550","004fd550","Function","int *","Global","Default","1","0"
"FUN_004fd5d0","004fd5d0","Function","uint","Global","Default","14","0"
"FUN_004fd730","004fd730","Function","undefined","Global","Default","1","0"
"FUN_004fd760","004fd760","Function","int","Global","Default","1","0"
"FUN_004fd850","004fd850","Function","undefined","Global","Default","2","0"
"FUN_004fd8a0","004fd8a0","Function","byte *","Global","Default","1","0"
"FUN_004fd9f0","004fd9f0","Function","undefined","Global","Default","6","0"
"FUN_004fda90","004fda90","Function","undefined","Global","Default","1","0"
"FUN_004fdf80","004fdf80","Function","undefined4","Global","Default","0","0"
"FUN_004fe390","004fe390","Function","undefined","Global","Default","1","0"
"FUN_004fe640","004fe640","Function","undefined","Global","Default","3","0"
"FUN_004fea50","004fea50","Function","undefined1 *","Global","Default","2","0"
"FUN_004feaa0","004feaa0","Function","undefined","Global","Default","2","0"
"FUN_004feb50","004feb50","Function","undefined4","Global","Default","1","0"
"FUN_004feb60","004feb60","Function","undefined","Global","Default","1","0"
"FUN_004feb70","004feb70","Function","undefined","Global","Default","4","0"
"FUN_004feb90","004feb90","Function","undefined","Global","Default","4","0"
"switchD","004fec1d","Instruction Label","","switchD_004fec1d","Analysis","0","0"
"caseD_1","004fec24","Instruction Label","","switchD_004fec1d","Analysis","3","0"
"caseD_5","004fec24","Instruction Label","","switchD_004fec1d","Analysis","0","0"
"caseD_2","004fec2f","Instruction Label","","switchD_004fec1d","Analysis","2","0"
"caseD_3","004fec3a","Instruction Label","","switchD_004fec1d","Analysis","2","0"
"caseD_4","004fec64","Instruction Label","","switchD_004fec1d","Analysis","2","0"
"caseD_6","004fec6f","Instruction Label","","switchD_004fec1d","Analysis","2","0"
"default","004fec7a","Instruction Label","","switchD_004fec1d","Analysis","1","0"
"switchdataD_004fecd0","004fecd0","Data Label","undefined *","switchD_004fec1d","Analysis","1","0"
"_bgPostRequest","004fecf0","Function","undefined4 *","Global","User Defined","5","0"
"FUN_004feef0","004feef0","Function","undefined","Global","Default","2","0"
"FUN_004ff0a0","004ff0a0","Function","bool","Global","Default","2","0"
"FUN_004ff0c0","004ff0c0","Function","undefined","Global","Default","1","0"
"_NuFileInitEarly","004ff100","Function","undefined","Global","User Defined","1","0"
"thunk_FUN_004fa610","004ff120","Thunk Function","uint","Global","Default","21","0"
"FUN_004ff130","004ff130","Function","undefined","Global","Default","3","0"
"FUN_004ff2f0","004ff2f0","Function","int","Global","Default","1","0"
"_NuPSFileClose","004ff380","Function","bool","Global","User Defined","2","0"
"FUN_004ff3b0","004ff3b0","Function","DWORD","Global","Default","3","0"
"FUN_004ff3f0","004ff3f0","Function","uint","Global","Default","8","0"
"FUN_004ff430","004ff430","Function","longlong","Global","Default","12","0"
"_NuPSFileInitDevices","004ff4a0","Function","undefined","Global","User Defined","1","0"
"FUN_004ff7a0","004ff7a0","Function","int","Global","Default","0","0"
"FUN_004ff930","004ff930","Function","undefined","Global","Default","1","0"
"FUN_004ff970","004ff970","Function","undefined4","Global","Default","1","0"
"_NuThreadCreateCriticalSection","004ffa60","Function","int","Global","User Defined","5","0"
"FUN_004ffa90","004ffa90","Function","undefined","Global","Default","2","0"
"FUN_004ffaa0","004ffaa0","Function","undefined","Global","Default","24","0"
"_NuThreadCriticalSectionEnd","004ffac0","Function","undefined","Global","User Defined","42","0"
"FUN_004ffae0","004ffae0","Function","undefined8","Global","Default","5","0"
"FUN_004ffb20","004ffb20","Function","undefined","Global","Default","10","0"
"FUN_004ffb90","004ffb90","Function","undefined","Global","Default","5","0"
"FUN_004ffbb0","004ffbb0","Function","undefined","Global","Default","1","0"
"FUN_004fff00","004fff00","Function","undefined","Global","Default","11","0"
"FUN_004fff10","004fff10","Function","undefined","Global","Default","27","0"
"FUN_004fff20","004fff20","Function","undefined","Global","Default","8","0"
"FUN_004fffb0","004fffb0","Function","undefined","Global","Default","1","0"
"FUN_00500020","00500020","Function","undefined","Global","Default","14","0"
"FUN_005000d0","005000d0","Function","undefined","Global","Default","1","0"
"FUN_00500140","00500140","Function","undefined","Global","Default","3","0"
"FUN_005001c0","005001c0","Function","undefined","Global","Default","1","0"
"FUN_00500210","00500210","Function","int","Global","Default","4","0"
"FUN_00500390","00500390","Function","undefined","Global","Default","3","0"
"FUN_005003b0","005003b0","Function","undefined","Global","Default","1","0"
"FUN_005004e0","005004e0","Function","int *","Global","Default","8","0"
"FUN_00500570","00500570","Function","undefined","Global","Default","2","0"
"FUN_00500600","00500600","Function","undefined","Global","Default","3","0"
"FUN_00500830","00500830","Function","undefined","Global","Default","3","0"
"FUN_005009d0","005009d0","Function","undefined4","Global","Default","1","0"
"FUN_00500a70","00500a70","Function","undefined","Global","Default","2","0"
"FUN_00500b00","00500b00","Function","undefined","Global","Default","1","0"
"FUN_00500b90","00500b90","Function","undefined","Global","Default","1","0"
"FUN_00500bf0","00500bf0","Function","undefined4 *","Global","Default","1","0"
"FUN_00500c80","00500c80","Function","undefined","Global","Default","1","0"
"FUN_00500d50","00500d50","Function","float *","Global","Default","1","0"
"FUN_00500e50","00500e50","Function","float *","Global","Default","4","0"
